tmdb	title	tagline	release	runtime	genres	overview	poster	backdrop	trailers
89492	This Is 40	The sort-of sequel to 'Knocked Up'	2012-12-20	127	Comedy 	Pete and Debbie are both about to turn 40.. their kids hate each other.. both of their businesses are failing.. they're on the verge of losing their house.. and their relationship is threatening to fall apart.	/uSz2JSfZ4IQqnNZLFnuhPaDs53j.jpg	/a6LximsbZksTsqbfWGzhQ3GgFjI.jpg	Lplk9dkfT9w -6-LYXg8fRw 2NvTjCELbrk 
59962	This Means War	It's SPY Against SPY	2012-02-14	103	Action Comedy Romance 	Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.	/23990DL5GAmHyirYFrTZCmHCUKR.jpg	/nJAX8eLpoT004IZjg1xN7A4Am1J.jpg	oleuD8479uM 
10195	Thor	Two worlds. One hero.	2011-04-21	115	Adventure Fantasy Action 	Against his father Odin's will.. The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here.. Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.	/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg	/c5tewtijj6aixi8zwwPuYJxifBA.jpg	JOddp-nlNvQ uHBnrJowBZE 
284053	Thor: Ragnarok	No Hammer. No Problem.	2017-10-25	127	Action Adventure Comedy Fantasy 	Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok.. the destruction of his home-world and the end of Asgardian civilization.. at the hands of an all-powerful new threat.. the ruthless Hela.	/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg	/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg	v7MGUNV8MxU ue80QwXMRHg Eq15YcSi2-g gFaYbSGjED0 BhGvdT1n0Lc oDVqT9pQjuM i0uIqxO26bw 
76338	Thor: The Dark World	Delve into the darkness	2013-10-29	112	Action Adventure Fantasy 	Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand.. Thor must embark on his most perilous and personal journey yet.. one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.	/54s3EKPVP4uIvKX4hj5X23ZbNYB.jpg	/uhYoytlNaq46dG81wLmHqaSuzWu.jpg	7p7rocHEecE npvJ9FTgZbM YI3dw2OXNxw xONiNC2j0B4 wtLLls2nbyI ALlWG484sUM fObsn0rvTBM Lq2cprGX-zc 
359940	Three Billboards Outside Ebbing.. Missouri	I heard there's three billboards out on Drinkwater Road.	2017-11-10	115	Crime Drama 	After seven months have passed without a culprit in her daughter's murder case.. Mildred Hayes makes a bold move.. painting three signs leading into her town with a controversial message directed at Bill Willoughby.. the town's revered chief of police. When his second-in-command Officer Jason Dixon.. an immature mother's boy with a penchant for violence.. gets involved.. the battle between Mildred and Ebbing's law enforcement is only exacerbated.	/vgvw6w1CtcFkuXXn004S5wQsHRl.jpg	/bJLJAtGjBj836UjJZNOwgrfe5Ps.jpg	Jit3YhGx5pU nefD7UOhLCo KAzkWnL6eOc WXGdCYgVMv4 hzzEZfjhIyk BysLZQ4_NDw F0TiHE7n1BI 0wMLIRLcH_0 EMPPEjxHZyQ 2ZTbCwZnczk eu8SHzhuk4s kytl8pED_Wg Kt2XF-xqRkM mYtlAasrCHo oGZd16G9VFo U5LvpyThZ5A MCCzt2RWrlY v4ABNBnEoZQ yulDO8WUe38 _UsoBzKxj9A 
6415	Three Kings	It's good to be King.	1999-04-21	114	Action Adventure Comedy 	A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base.. and they embark on a secret mission that's destined to change everything.	/fClJQW8xn8wHOFqoA4jUn0PZh1f.jpg	/5KcTYpeE2CTjatR23HjqQiqDmc5.jpg	OyR5bk4_pHk C5Ji-D4KUek 
49517	Tinker Tailor Soldier Spy	How do you find an enemy who is hidden right before your eyes?	2011-09-16	127	Drama Thriller Mystery 	In the bleak days of the Cold War.. espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet mole within his former colleagues at the heart of MI6.	/hkzLFj4u6RLumrkkkWTUrFAupUN.jpg	/6ZwscHN0bSIueTVTo6mlTGUUP90.jpg	VW-F1H-Nonk zV5VfFrwPo8 
597	Titanic	Nothing on Earth could come between them.	1997-11-18	127	Drama Romance 	101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic.. 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile.. Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15.. 1912.	/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg	/6VmFqApQRyZZzmiGOQq2C92jyvH.jpg	CHekzSiZjrY 
338970	Tomb Raider	Her legend begins	2018-03-05	118	Action Adventure Fantasy 	Lara Croft.. the fiercely independent daughter of a missing adventurer.. must push herself beyond her limits when she finds herself on the island where her father disappeared.	/ePyN2nX9t8SOl70eRW47Q29zUFO.jpg	/bLJTjfbZ1c5zSNiAvGYs1Uc82ir.jpg	8ndhidEmUbI oWXq7mKcx5s 3KkhD0MnaJU nfIrTxSONu4 
714	Tomorrow Never Dies	Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.	1997-12-11	119	Adventure Action Thriller 	A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.	/3NJxMEgL2uYvdoC1YEDNdMym1vf.jpg	/yUHP5AectnhcG4dWJ53L3uQvOgu.jpg	gYtz5sw98Bc 
158852	Tomorrowland	Imagine a world where nothing is impossible.	2015-05-19	127	Adventure Family Mystery Sci-Fi 	Bound by a shared destiny.. a bright.. optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as "Tomorrowland."	/jNB2zXgLG8D98X1kYwERVlrW3Oa.jpg	/8Nn6rRClhREixqsHJ3eAnZNVfJl.jpg	1k59gXTWf-A 0sH0__SpV88 lNzukD8pS_s 
65034	Too Big to Fail	Main Street took the fall.. Wall Street got the check	2011-05-22	97	Drama TV Movie 	An intimate look at the epochal financial crisis of 2008 and the powerful men and women who decided the fate of the world's economy in a matter of a few weeks.	/y9sEFZRP9Aoie7sz0CdjAWoiIOt.jpg	/qZO2Fy1CKUJeIdxvI1FcTAKvEeC.jpg	YCVlr36Icxc HtUQmRZMCYU fXQ5VfBTNpg 
744	Top Gun	Up there with the best of the best.	1986-05-16	110	Action Drama 	For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw.. being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy.. as well as personal demons.. will threaten Pete's dreams of becoming an ace pilot.	/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg	/bFE5fC8vHJAigQvXfNh8hnjYMXc.jpg	iCrUqt9Uf3E xa_z57UatDY 
861	Total Recall	They stole his mind.. now he wants it back.	1990-06-01	113	Action Adventure Sci-Fi 	Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon.. he's off to Mars to find out who he is and who planted the chip.	/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg	/axFOnFEfsG0Z1pdiUZZhfi8vsR5.jpg	2DwNb-ZGVjE kGhxhDLRVCw 
64635	Total Recall	What Is Real?	2012-08-02	121	Action Sci-Fi Adventure Thriller 	Welcome to Rekall.. the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid.. even though he's got a beautiful wife who he loves.. the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong.. Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen.. the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity.. his true love.. and his true fate.	/fucmGeZYM4yzqJUnDTc4pKQNCej.jpg	/pwlTVrjYS1P2fsH90k3bxjk0pMe.jpg	4SerZm7DheA 
59108	Tower Heist	Ordinary guys. An extraordinary robbery.	2011-11-02	104	Action Comedy 	A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime.. the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.	/1HcOyMODYZXnncMikfhYkw3x2ss.jpg	/6uYeqJ3Zoa8iWlIcesrLDBykTks.jpg	Z4KXF7NWFRE 
862	Toy Story	The adventure takes off!	1995-10-30	81	Animation Comedy Family 	Led by Woody.. Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart.. Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner.. the duo eventually learns to put aside their differences.	/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg	/lxD5ak7BOoinRNehOCA85CQ8ubr.jpg	u9y2tXnjP_E 4j_qfJN0qd4 tN1A2mVnrOM v-PjgYDrg70 
863	Toy Story 2	The toys are back!	1999-10-30	92	Animation Comedy Family 	Andy heads off to Cowboy Camp.. leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen.. owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission.. Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.	/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg	/91qfG6VaxRsCh1SbIi1w2vxknsL.jpg	pQCXbqSDzR4 b75lZw8nkvo 
10193	Toy Story 3	No toy gets left behind.	2010-06-16	103	Animation Family Comedy 	Woody.. Buzz.. and the rest of Andy's toys haven't been played with in years. With Andy about to go to college.. the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.	/a83hHwstUsEEjE55kTgDkZMFweR.jpg	/wE5JGzujfvDPMIfFjJyrhXFjZLc.jpg	JcpWXaA2qeg TNMpa5yBf5o 
301528	Toy Story 4	Get Ready to Hit the Road	2019-06-19	100	Adventure Animation Comedy Family Fantasy 	Woody has always been confident about his place in the world and that his priority is taking care of his kid.. whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called "Forky" to her room.. a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.	/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg	/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg	LDXYRzerjzU nQk7DWW4mz8 wmiIUN-7qhE Pl9JS8-gnWQ 
396535	Train to Busan	Life-or-death survival begins.	2016-07-20	118	Action Horror Thriller 	Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan.. a city that has successfully fended off the viral outbreak.. must fight for their own survival…	/7Uor1Jtj1Q5UTgqagIiwXE6KFH8.jpg	/jpdgqnUBpsb099uSnj8A6UEOQCC.jpg	ZTs37z_FYZw 1ovgxN2VWNc E2nrE9JnaDg 
2034	Training Day	The only thing more dangerous than the line being crossed.. is the cop who will cross it.	2001-10-05	122	Action Crime Drama Thriller 	On his first day on the job as a narcotics officer.. a rookie cop works with a rogue detective who isn't what he appears.	/jGQMsUkD7MFaG2JmSbaqmNto3Eu.jpg	/aGhqADCHZ4ufacJ4eHA9ZFs4lMQ.jpg	gKTVQPOH8ZA h2_iEZtLEUs 
627	Trainspotting	Choose life.	1996-02-23	94	Drama Crime 	Mark Renton.. deeply immersed in the Edinburgh drug scene.. tries to clean up and get out.. despite the allure of the drugs and influence of friends.	/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg	/Aw0z8bUhGljT0ots6udf1MTLEMi.jpg	GmQqhuKmECc uOz5Qm2EHQE 
13291	Traitor	The truth is complicated.	2008-08-23	114	Drama Action Thriller Crime 	When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy.. all clues seem to lead back to former U.S. Special Operations officer.. Samir Horn.	/va4Uo7L2b4d96JTdRMclO9L2hY0.jpg	/sUPNshi17ZpWL8CMHGbzXQgw2MG.jpg	Qq5i8y09ea0 iQF1uhlQH5s 
157353	Transcendence	Yesterday.. Dr. Will Caster was only human...	2014-04-16	119	Thriller Sci-Fi Drama Mystery 	Two leading computer scientists work toward their goal of Technological Singularity..  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.	/4zOroN19QeaYyJgoHFoM7W23iMh.jpg	/pE8KFSb8OHcjmqZBNQ2X5xz4IgV.jpg	280qnrHpuc8 QheoYw1BKJ4 vXOYuusGGzw xqztBM1_Vp0 CesYI_OjtmE uiJ2Nvl8RnY zbLtpKujbw4 AjB1E6XxbTw 
1858	Transformers	Their war. Our world.	2007-06-27	127	Adventure Sci-Fi Action 	Young teenager.. Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.	/tJKhqg0SOi61ZAffD6iUUVACMAz.jpg	/77P56ZcL8M9Cw7FIptMIGjhNJoj.jpg	CbX_SIz_9fk dI4RZIaSC2M PzfEgYJcedw LdsdcPJ9mcA 
91314	Transformers: Age of Extinction	This is not war. It's extinction.	2014-06-25	127	Sci-Fi Action Adventure 	As humanity picks up the pieces.. following the conclusion of "Transformers: Dark of the Moon.." Autobots and Decepticons have all but vanished from the face of the planet. However.. a group of powerful.. ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient.. powerful Transformer menace sets Earth in his cross-hairs.	/54HFDOswRfShCr25Tvt7JaLiIaf.jpg	/alItugxBbjNC10ezLSisplhSKJ.jpg	4F33PCUTWPk ubGpDoyJvmI S30VkLn5a2o UeCdz_c73DI glcOSZrUw2Q 
38356	Transformers: Dark of the Moon	The invasion we always feared. An enemy we never expected.	2011-06-28	127	Action Sci-Fi Adventure 	Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA.. suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.	/kO0TvxkDWtOyWZzBoEuaKxJElhq.jpg	/k6gUa0v8dgYI79OrdiwKVW7AdzL.jpg	97wCoDn0RrA E-Sg_zJrDxc 
8373	Transformers: Revenge of the Fallen	Revenge is coming.	2009-06-19	127	Sci-Fi Action Adventure 	Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols.. the Decepticons target him and he is dragged back into the Transformers' war.	/lU6u7gNbUEkclmQpFH3Gqp3J2a1.jpg	/z9THJTtUeW7NKWN2iNjZnQ07EVm.jpg	fnXzKwUgDhg 
335988	Transformers: The Last Knight	For one world to live.. the other must die.	2017-06-16	127	Action Sci-Fi Thriller Adventure 	Autobots and Decepticons are at war.. with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past.. in the hidden history of Transformers on Earth.	/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg	/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg	sKyLJI91EM0 v-4rYf0x-F4 npaVgxxtKxQ B4LC8GOdfSE H275mEF1N1I qOR-Av4qG1A 6Vtf0MszgP8 Ue7cNNfjCyc e_uBTsgRJlk 
9016	Treasure Planet	Find your place in the universe.	2002-11-26	95	Adventure Animation Family Fantasy Sci-Fi 	When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic "loot of a thousand worlds.." a cyborg cook named John Silver teaches him to battle supernovas and space storms. But.. soon.. Jim realizes Silver is a pirate intent on mutiny!	/zMKatZ0c0NCoKzfizaCzVUcbKMf.jpg	/mVuH9hNGnxF9bbhlh1Tr9FuG3Uc.jpg	ajhZRL1j7a0 NWLv9XCM3fs 
146198	Triple 9	The Code on the Street is Never Black & White	2016-02-19	115	Action Thriller Mystery 	A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.	/gPkQrY8auxnTAQP8nAeS8UtUp19.jpg	/i2U2jvMBdkrgecQji9Bj6GlmLaR.jpg	jrBIt3GEXaA vEa7iTdH_Z4 v4eKE6NC-es BpsZSbqKwTU zNQXoD1dk2E 
9044	Tristan & Isolde	Fighting countries can still love...	2006-04-07	125	Drama Romance Adventure Action 	An affair between the second in line to Britain's throne (Franco) and the princess of the feuding Irish (Myles) spells doom for the young lovers.	/pX0JBGiSeClgcMUkiSQzkpGpi6e.jpg	/whv4aMe0guhED2qeStO4jCM8nc2.jpg	LAJJay0Uv4M 
136799	Trolls	Find your happy place	2016-10-13	92	Adventure Family Comedy Fantasy Music Animation 	Lovable and friendly.. the trolls love to play around. But one day.. a mysterious giant shows up to end the party. Poppy.. the optimistic leader of the Trolls.. and her polar opposite.. Branch.. must embark on an adventure that takes them far beyond the only world they’ve ever known.	/zKu5MNy9QW1a5ZHgv7iAp3kRZpE.jpg	/wvLiseETB9nozoOCZY4Hrs1Qwgx.jpg	tDnRVKPjj8k xyjm5VQ11TQ 
20526	TRON: Legacy	The Game Has Changed.	2010-12-10	125	Adventure Action Sci-Fi 	Sam Flynn.. the tech-savvy and daring son of Kevin Flynn.. investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra.. Sam quests to stop evil dictator Clu from crossing into the real world.	/okpodI7zyPwWsAm2yF5yva6Ea5h.jpg	/yiggfsFRk5z2005oGojfyKkv7DI.jpg	L9szn1QQfas 1Ay_H0p2YDk d4RiUy23e9s 
7446	Tropic Thunder	Get Some.	2008-08-09	107	Action Comedy Adventure War 	Vietnam veteran 'Four Leaf' Tayback's memoir.. Tropic Thunder.. is being made into a film.. but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget.. Cockburn is ordered by a studio executive to get filming back on track.. or risk its cancellation. On Tayback's advice.. Cockburn drops the actors into the middle of the jungle to film the remaining scenes but.. unbeknownst to the actors and production.. the group have been dropped in the middle of the Golden Triangle.. the home of heroin-producing gangs.	/oDjaLlCQxNs5aHsppEBk0RICRA1.jpg	/AvTXLJFpE62fzxo0tCbK4GiDZbu.jpg	VsEdmjAudSI 
652	Troy	For passion. For honor. For destiny. For victory. For love.	2004-05-03	127	Adventure History 	In year 1250 B.C. during the late Bronze age.. two emerging nations begin to clash. Paris.. the Trojan prince.. convinces Helen.. Queen of Sparta.. to leave her husband Menelaus.. and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans.. he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1..000 ships holding 50..000 Greeks to Troy. With the help of Achilles.. the Greeks are able to fight the never before defeated Trojans.	/kWj4RJzZeJGeyGA3DVGQiNkUjkt.jpg	/wEmexPKgF2sgYvvl6MxI5rTn2qM.jpg	enJYNuWBJ9g ekshABiptOY qg-TZ22fXzg 
44264	True Grit	Punishment Comes One Way or Another.	2010-12-22	110	Drama Adventure Western 	Following the murder of her father by a hired hand.. a 14-year-old farm girl sets out to capture the killer. To aid her.. she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.	/krK7cQms3FlJ3HPkvXC3YyEFP2K.jpg	/ivo5vhAftxFiEZtDyOhepiYR24G.jpg	unEO_p71cik qIJ4OJ1wH3o 
400579	Tully	See how the mother half lives.	2018-05-04	96	Comedy Drama 	Marlo.. a mother of three.. including a newborn.. is gifted a night nanny by her brother. Hesitant at first.. she quickly forms a bond with the thoughtful.. surprising.. and sometimes challenging nanny named Tully.	/wDI4YXBXolMYi15Qx2kClvdSERM.jpg	/4Hsk6Rh2kpUTmlnsjxMiXWiPBSb.jpg	QRtBP07gIHY e5D3O4yCmCg PEzjTs4YmuQ QufdcRuQg1A usdpQigIG98 RvlZ7AiG_Yo hgWdbs5-jM0 oiWTFMHNukY Uz-1ku3NDII VF-LF5UwhRY JR4hZ6nurJ0 -2Wy_dIrntk oJx52iZ3WzI STZb06dTi_U Xlyx-dClV6A 
8966	Twilight	When you can live forever.. what do you live for?	2008-11-20	122	Fantasy Drama Romance 	When Bella Swan moves to a small town in the Pacific Northwest to live with her father.. she meets the reclusive Edward Cullen.. a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions.. Bella can't help but fall in love with him.. a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.	/3Rr0cXFjJ7GVvtaQKmFSMXHG9yr.jpg	/jtcAlXJL4Pk4q5btZqJSDfaEdQV.jpg	uxjNDE2fMjI 
664	Twister	The Dark Side of Nature.	1996-05-10	113	Action Adventure Drama 	TV weatherman Bill Harding is trying to get his tornado-hunter wife.. Jo.. to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature.. in the form of a series of intense storms sweeping across Oklahoma.. has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.	/ba6Bg9mxphS24tpSe98vZccEe3S.jpg	/trquKQnKuUT2vRS0lnzDUsN23y1.jpg	HCIK_AN8Zn4 VpiW17bQhY4 
10362	Two Lovers	Sometimes we leave everything to find ourselves.	2008-11-19	110	Drama Romance 	A depressed man moves back in with his parents following a recent heartbreak and finds himself with two women.	/skwYEUcxhUub9QCSwPDMvBySphS.jpg	/zJmSB5hc8nODfENl7IAZMDHgwSH.jpg	8xpmtjOsysM 
9741	Unbreakable	Some things are only revealed by accident	2000-11-13	106	Thriller Drama Mystery 	An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price.. a man who suffers from a disease that renders his bones as fragile as glass.	/kXkV3RKsSf49wbSnUerKZFMQORB.jpg	/hjPirVLui7vWD4AsOQPV9kjg7pg.jpg	UM-Xo8aSbcI h5eCFjjQFxY 
277	Underworld	An immortal battle for supremacy.	2003-09-19	121	Fantasy Action Thriller 	Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene.. who's famous for her strength and werewolf-hunting prowess.. becomes smitten with a peace-loving male werewolf.. Michael.. who wants to end the war.	/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg	/j9E1pGqx2ZYnyGQYMB1JYtUxJ6u.jpg	mn4O3iQ8B_s 
52520	Underworld: Awakening	Vengeance Returns	2012-01-19	88	Fantasy Action Horror 	Having escaped years of imprisonment.. vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.	/pgOwKdSlkPRGQ0dmXeqS5IKe74B.jpg	/v63E5H5TD7Eay1gZPVt9ibP9riy.jpg	tUcrbUCWKQc 
346672	Underworld: Blood Wars	Protect the Bloodline	2016-11-24	91	Action Fantasy Horror Drama 	Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies.. David and his father Thomas.. she must stop the eternal war between Lycans and Vampires.. even if it means she has to make the ultimate sacrifice.	/sDupSRbqxJhSrjKQI33w7Fd8Owz.jpg	/2lF9OyNV8yPvtDd8q3kHUXuSjrE.jpg	FtbM_W9iNjg rKHL5PyAPzs Jgj9Znp76PE 
834	Underworld: Evolution	My God. Brother.. what have you done?	2006-01-12	106	Fantasy Action Sci-Fi Thriller 	As the war between the vampires and the Lycans rages on.. Selene.. a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves).. and Michael.. the werewolf hybrid.. work together in an effort to unlock the secrets of their respective bloodlines.	/oJaQG353uOzOqffQ5K2hg03k4Vp.jpg	/6JwbS9OsPwlzEDqQfnojzDUBSuy.jpg	7jHxESgl9qA 
12437	Underworld: Rise of the Lycans	Every war has a beginning.	2009-01-22	92	Fantasy Action Adventure Sci-Fi Thriller 	A prequel to the first two Underworld films.. this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love.. Sonja.. courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people.. Lucian faces off against the Death Dealer army in a bid for Lycan independence.	/6pLPWF7AXhljLJf8WTli9BuVfyv.jpg	/c7JgVgsF2qMp2UbCr9mCx85CIZo.jpg	FQSkh4MjjdA 
33	Unforgiven	Some legends will never be forgotten. Some wrongs can never be forgiven.	1992-08-07	127	Western 	William Munny is a retired.. once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children.. he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn.. he takes on a corrupt sheriff.	/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg	/7O3ocR8n2ItqIgcxE1CY8ZHTJsz.jpg	zlyZeYfoupo ftTX4FoBWlE 
277685	Unfriended	Online.. your memories last forever. But so do your mistakes.	2015-04-17	82	Horror Thriller 	While video chatting one night.. six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank.. but when the girl starts revealing the friends' darkest secrets.. they realize they are dealing with something out of this world.. something that wants them dead.	/jS2KDUROSaAxBqerik7mopMCG8v.jpg	/tv1cMZ3fmVTKH1FiNljjMrCvyz9.jpg	Lgj4GjqCFlY 
449691	Unseen Enemy	Once it's here.. it's too late.	2017-03-22	97	Documentary 	A documentary focused on infectious disease outbreaks.	/osmlm6xLiEoZYbYlxw0gFKgV6WB.jpg	/.jpg	zsB1sYSHEAM 
44048	Unstoppable	1..000..000 Tons. 100..000 Lives. 100 Minutes.	2010-11-04	98	Action Thriller 	A runaway train.. transporting deadly.. toxic chemicals.. is barreling down on Stanton.. Pennsylvania..  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.	/uZ1aFZA5qCBUBnmeyNAcip8oRaa.jpg	/3uzw2L5iwg1Hn3y6u80sX4DLWVe.jpg	l__gGyq21U8 
38199	Unthinkable	Right and Wrong no longer exist	2010-06-14	97	Drama Thriller 	A convert to Islam sends the U.S. government a tape showing him in three nondescript storage rooms.. each of which may contain a nuclear bomb set to detonate in less than a week. Helen Brody.. an FBI agent in L.A... is tasked with finding the bombs while a CIA "consultant".. known as H.. interrogates the suspect who has allowed himself to be caught. The suspect.. whose wife and children have left him and disappeared.. seems to know exactly what the interrogation will entail. Even as H ratchets up the pressure.. using torture over Brody's objection.. the suspect doesn't crack. Should H do the unthinkable.. and will Brody acquiesce? Is any Constitutional principle worth possible loss of life?	/qjyFEmxC3LdF4EKdCUEnMbhHOha.jpg	/49jYVh3QB35kw8HNYj81Z4LI5QL.jpg	F_7b3kzWzg8 
14160	Up	Fly Up to Paradise Falls	2009-05-28	96	Animation Comedy Family Adventure 	Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78.. life seems to have passed him by.. until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.	/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg	/cyVZKnP64VTrnRPXduFwmCZkxLi.jpg	ORFWdXl_zJ4 Ajcdb4FAL7A 
500664	Upgrade	Not man. Not machine. More.	2018-06-01	100	Action Thriller Sci-Fi Horror 	A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk.. Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.	/8fDtXi6gVw8WUMWGT9XFz7YwkuE.jpg	/qUAGip3XiaVN668WXF2iyukWgUu.jpg	1hTLGlgZ4Z8 
